2008-08-01, 0
2008-08-02, 0
2008-08-03, 0
2008-08-04, 0
2008-08-05, 0
2008-08-06, 0
2008-08-07, 0
2008-08-08, 0
2008-08-09, 0
2008-08-10, 0
2008-08-11, 0
2008-08-12, 0
2008-08-13, 0
2008-08-14, 0
2008-08-15, 0
2008-08-16, 0
2008-08-17, 0
2008-08-18, 0
2008-08-19, 0
2008-08-20, 0
2008-08-21, 0
2008-08-22, 0
2008-08-23, 0
2008-08-24, 0
2008-08-25, 0
2008-08-26, 0
2008-08-27, 0
2008-08-28, 0
2008-08-29, 0
2008-08-30, 0
2008-08-31, 0
2008-09-01, 0
2008-09-02, 0
2008-09-03, 0
2008-09-04, 0
2008-09-05, 0
2008-09-06, 0
2008-09-07, 0
2008-09-08, 0
2008-09-09, 0
2008-09-10, 0
2008-09-11, 0
2008-09-12, 0
2008-09-13, 0
2008-09-14, 0
2008-09-15, 0
2008-09-16, 0
2008-09-17, 0
2008-09-18, 0
2008-09-19, 0
2008-09-20, 0
2008-09-21, 0
2008-09-22, 0
2008-09-23, 0
2008-09-24, 0
2008-09-25, 0
2008-09-26, 0
2008-09-27, 0
2008-09-28, 0
2008-09-29, 0
2008-09-30, 0
2008-10-01, 0
2008-10-02, 0
2008-10-03, 0
2008-10-04, 0
2008-10-05, 0
2008-10-06, 0
2008-10-07, 0
2008-10-08, 0
2008-10-09, 0
2008-10-10, 0
2008-10-11, 0
2008-10-12, 0
2008-10-13, 0
2008-10-14, 0
2008-10-15, 0
2008-10-16, 0
2008-10-17, 0
2008-10-18, 0
2008-10-19, 0
2008-10-20, 0
2008-10-21, 0
2008-10-22, 0
2008-10-23, 0
2008-10-24, 0
2008-10-25, 0
2008-10-26, 0
2008-10-27, 0
2008-10-28, 0
2008-10-29, 0
2008-10-30, 0
2008-10-31, 0
2008-11-01, 0
2008-11-02, 0
2008-11-03, 0
2008-11-04, 0
2008-11-05, 0
2008-11-06, 0
2008-11-07, 0
2008-11-08, 0
2008-11-09, 0
2008-11-10, 0
2008-11-11, 0
2008-11-12, 0
2008-11-13, 0
2008-11-14, 0
2008-11-15, 0
2008-11-16, 0
2008-11-17, 0
2008-11-18, 0
2008-11-19, 0
2008-11-20, 0
2008-11-21, 0
2008-11-22, 0
2008-11-23, 0
2008-11-24, 0
2008-11-25, 0
2008-11-26, 0
2008-11-27, 0
2008-11-28, 0
2008-11-29, 0
2008-11-30, 0
2008-12-01, 0
2008-12-02, 0
2008-12-03, 0
2008-12-04, 0
2008-12-05, 0
2008-12-06, 0
2008-12-07, 0
2008-12-08, 0
2008-12-09, 0
2008-12-10, 0
2008-12-11, 0
2008-12-12, 0
2008-12-13, 0
2008-12-14, 0
2008-12-15, 0
2008-12-16, 0
2008-12-17, 0
2008-12-18, 0
2008-12-19, 0
2008-12-20, 0
2008-12-21, 0
2008-12-22, 0
2008-12-23, 0
2008-12-24, 0
2008-12-25, 0
2008-12-26, 0
2008-12-27, 0
2008-12-28, 0
2008-12-29, 0
2008-12-30, 0
2008-12-31, 0
2009-01-01, 0
2009-01-02, 0
2009-01-03, 0
2009-01-04, 0
2009-01-05, 0
2009-01-06, 0
2009-01-07, 0
2009-01-08, 0
2009-01-09, 0
2009-01-10, 0
2009-01-11, 0
2009-01-12, 0
2009-01-13, 0
2009-01-14, 0
2009-01-15, 0
2009-01-16, 0
2009-01-17, 0
2009-01-18, 0
2009-01-19, 0
2009-01-20, 0
2009-01-21, 0
2009-01-22, 0
2009-01-23, 0
2009-01-24, 0
2009-01-25, 0
2009-01-26, 0
2009-01-27, 0
2009-01-28, 0
2009-01-29, 0
2009-01-30, 0
2009-01-31, 0
2009-02-01, 0
2009-02-02, 0
2009-02-03, 0
2009-02-04, 0
2009-02-05, 0
2009-02-06, 0
2009-02-07, 0
2009-02-08, 0
2009-02-09, 0
2009-02-10, 0
2009-02-11, 0
2009-02-12, 0
2009-02-13, 0
2009-02-14, 0
2009-02-15, 0
2009-02-16, 0
2009-02-17, 0
2009-02-18, 0
2009-02-19, 0
2009-02-20, 0
2009-02-21, 0
2009-02-22, 0
2009-02-23, 0
2009-02-24, 0
2009-02-25, 0
2009-02-26, 0
2009-02-27, 0
2009-02-28, 0
2009-03-01, 0
2009-03-02, 0
2009-03-03, 0
2009-03-04, 0
2009-03-05, 0
2009-03-06, 0
2009-03-07, 0
2009-03-08, 0
2009-03-09, 0
2009-03-10, 0
2009-03-11, 0
2009-03-12, 0
2009-03-13, 0
2009-03-14, 0
2009-03-15, 0
2009-03-16, 0
2009-03-17, 0
2009-03-18, 0
2009-03-19, 0
2009-03-20, 0
2009-03-21, 0
2009-03-22, 0
2009-03-23, 0
2009-03-24, 0
2009-03-25, 0
2009-03-26, 0
2009-03-27, 0
2009-03-28, 0
2009-03-29, 0
2009-03-30, 0
